"No"	"Study_ID"	"Sample_No"	"Sample_NoR"	"Reference"	"Publication_Year"	"Publication_Type"	"Design_for_Effect_Size"	"Effect_Size_Design_Code"	"Study_Design_Code"	"Experiment_Dummy"	"PrePost_within_Experiment_Dummy"	"Treatment_PrePost_Dummy"	"Control_PrePost_Dummy"	"Control_Random_Assignment_Dummy"	"Pharmacologic_vs._Psychosocial_intervention"	"Intervention_Type_Code"	"Clinical_vs._Nonclinical"	"Sample_Type_Code"	"Intervention_Type"	"Intervention_Type_recode"	"Ongoing_Patient_Dummy"	"Pharmacological_Intervention_Dummy"	"CognitiveBehavioral_Therapy_Dummy"	"SupportiveHumanistic_Therapy_Dummy"	"Psychoanalytic_Therapy_Dummy"	"Hospitalization_NOS_Dummy"	"Mixed_Interventionn_Dummy"	"Other_Dummy"	"Client_mean_age"	"Sample_size"	"Male_N"	"Female_N"	"FemaleP"	"Overall_N"	"Treatment_N"	"Control_N"	"Full_Sample_Dummy"	"Longitudinal_Study_Dummy"	"Full_with_different_Followup_length"	"ExperimentControl_PrePost_Subsample_different_length_not_included"	"Subsample_responders"	"Subsample_nonresponders"	"Notes_on_Sample"	"Duration_of_intervention_weeks"	"Duration_of_Intervention"	"Followup_time"	"Followup_time_code"	"Long_term_followup"	"Personality_measure_used"	"Personality_domain_assessed"	"Direction"	"Direction_sign"	"N"	"E"	"O"	"A"	"C"	"Total_Scale"	"Client_type"	"Disorder_type"	"Disorder_Type_code"	"depression_dummy"	"anxiety_dummy"	"personaliity_disorder_dummy"	"eating_disorder_dummy"	"substance_use_dummy"	"mixed_disorders_dummy"	"other_dummy"	"Pretest_Control_Mean"	"Pretest_SD"	"Posttest_Treatment_Mean"	"Posttest_SD"	"Effect_Size_Cohens_d"	"Effect_Size_correct_direction"	"Effect_Size_recomputed"	"Effect_Size_recomputed_correct_direction"	"pvalue"	"Reliability_of_Criterion"	"Sample_SD_of_criterion"	"Population_SD_of_criterion"	"d_to_r"	"corrected_r"	"Corrected_Effect_Size_d"	"Notes"
"785"	797	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Socialization (So)"	"+"	1	1	0	0	0	1	0	NA	NA	8	0	0	0	0	0	0	0	"1.88"	"5.34"	"0.6"	"4.2699999999999996"	-0.239700374531835	-0.239700374531835	-0.28	-0.28	NA	NA	NA	NA	-0.118998582658623	NA	-0.239700374531835	"comparison of therapy and control change scores"
"786"	798	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Self-control (Sc)"	"+"	1	1	0	0	0	1	0	NA	NA	8	0	0	0	0	0	0	0	"3.81"	"6.01"	"0.76"	"4.53"	-0.507487520798669	-0.507487520798669	-0.45	-0.45	"<0.05"	NA	NA	NA	-0.245949427574792	NA	-0.507487520798669	"comparison of therapy and control change scores"
"787"	799	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Tolerance (To)"	"+"	1	0	0	1	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"-3.17"	"6.45"	"1.88"	"4.66"	0.782945736434108	0.782945736434108	0.74	0.74	"<0.01"	NA	NA	NA	0.364535431606095	NA	0.782945736434108	"comparison of therapy and control change scores"
"788"	800	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Good impression (Gi)"	"+"	1	1	0	0	0	1	0	NA	NA	8	0	0	0	0	0	0	0	"6.81"	"5.95"	"1.19"	"4.43"	-0.94453781512605	-0.94453781512605	-1.02	-1.02	"<0.01"	NA	NA	NA	-0.427040822356189	NA	-0.94453781512605	"comparison of therapy and control change scores"
"789"	801	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Communality (Cm)"	"+"	1	0	0	0	1	0	0	NA	NA	8	0	0	0	0	0	0	0	"0.6"	"2"	"0.48"	"2.91"	-0.06	-0.06	-0.24	-0.24	NA	NA	NA	NA	-0.029986509105671	NA	-0.06	"comparison of therapy and control change scores"
"790"	802	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Achievement via conformance (Ac)"	"+"	1	0	0	0	0	1	0	NA	NA	8	0	0	0	0	0	0	0	"2.2599999999999998"	"3.71"	"1.57"	"4.32"	-0.185983827493261	-0.185983827493261	-0.17	-0.17	NA	NA	NA	NA	-0.0925924291913036	NA	-0.185983827493261	"comparison of therapy and control change scores"
"791"	803	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Achievement via independence (Ai)"	"+"	1	0	0	1	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"1.24"	"3.54"	"1.62"	"3.53"	0.107344632768362	0.107344632768362	0.16	0.16	NA	NA	NA	NA	0.0535951756180252	NA	0.107344632768362	"comparison of therapy and control change scores"
"792"	804	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Intellectual efficiency (Ie)"	"+"	1	0	0	1	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"1.6"	"4.8600000000000003"	"1.67"	"5.0599999999999996"	0.0144032921810699	0.0144032921810699	0.07	0.07	NA	NA	NA	NA	0.00720145934576962	NA	0.0144032921810699	"comparison of therapy and control change scores"
"793"	805	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Psychological mindedness (Py)"	"+"	1	0	0	1	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"0.98"	"2.31"	"0.26"	"3.44"	-0.311688311688312	-0.311688311688312	-0.25	-0.25	NA	NA	NA	NA	-0.153985421264896	NA	-0.311688311688312	"comparison of therapy and control change scores"
"794"	806	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Flexibility (Fx)"	"+"	1	0	0	1	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"-0.02"	"2.85"	"0.6"	"2.35"	0.217543859649123	0.217543859649123	0.27	0.27	NA	NA	NA	NA	0.108134125388634	NA	0.217543859649123	"comparison of therapy and control change scores"
"795"	807	58	NA	NA	"Nichols & Beck (1960)"	1960	"journal article"	"experimental"	1	1	1	0	0	0	0	"Psycho-social"	"1"	"clinical"	2	"cognitive"	"supportive"	0	0	0	1	0	0	0	0	NA	"75 completed"	"57"	"18"	24	84	42	42	1	0	1	0	0	0	"control vs. therapy group"	"14.7 sessions on average"	14	"immediate after"	0	0	"California Psychological Inventory (CPI)"	"Femininity (Fe)"	"-"	-1	1	0	0	0	0	0	NA	NA	8	0	0	0	0	0	0	0	"-0.19"	"2.16"	"-0.5"	"2.86"	-0.143518518518519	0.143518518518519	-0.11	0.11	NA	NA	NA	NA	0.0715752115031772	NA	0.143518518518519	"comparison of therapy and control change scores"
"2074"	2133	204	NA	NA	"Nickel, M. K., Nickel, C., Mitterlehner, Tritt, Lahmann, Leiberich, Rother, & Loew (2004)"	2004	"journal article"	"experimental"	1	1	1	0	0	0	0	"Pharmacologic"	"2"	"clinical"	2	"Topiramate"	"pharmacological"	0	1	0	0	0	0	0	0	"25.9"	"29"	"0"	"29"	100	29	19	10	NA	NA	NA	NA	NA	NA	"treatment group vs. placebo control group"	"8 weeks"	8	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"27.6"	"1.8"	"22"	"2"	NA	NA	-2.99835199231678	2.99835199231678	NA	NA	NA	NA	NA	NA	NA	NA
"2075"	2134	204	NA	352	"Nickel, M. K., Nickel, C., Mitterlehner, Tritt, Lahmann, Leiberich, Rother, & Loew (2004)"	2004	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic"	"2"	"clinical"	2	"Topiramate"	"pharmacological"	0	1	0	0	0	0	0	0	"25.5"	"19"	"0"	"19"	100	19	19	19	NA	NA	NA	NA	NA	NA	"treatment group"	"8 weeks"	8	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"30.9"	"2.4"	"22"	"2"	NA	NA	-3.70833333333333	3.70833333333333	NA	NA	NA	NA	NA	NA	NA	NA
"2076"	2135	204	NA	353	"Nickel, M. K., Nickel, C., Mitterlehner, Tritt, Lahmann, Leiberich, Rother, & Loew (2004)"	2004	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"Pharmacologic"	"2"	"clinical"	2	"Placebo"	"pharmacological"	0	0	0	0	0	0	0	0	"26.6"	"10"	"0"	"10"	100	10	10	10	NA	NA	NA	NA	NA	NA	"Placebo group"	"8 weeks"	8	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"29"	"1.6"	"27.6"	"1.8"	NA	NA	-0.874999999999999	0.874999999999999	NA	NA	NA	NA	NA	NA	NA	NA
"2077"	2136	205	NA	NA	"Nickel, M. K., Muehlbacher, Nickel, C., Kettler, Pedrosa Gil, Bachler, Buschmann, Fartacek, Egger, Anvar, Rother, Loew, & Kaplan (2006)"	2006	"journal article"	"experimental"	1	1	1	0	0	0	0	"Pharmacologic"	"2"	"clinical"	2	"Aripiprazole"	"pharmacological"	0	1	0	0	0	0	0	0	"21.7"	"52"	"9"	"43"	82.69	52	26	26	NA	NA	NA	NA	NA	NA	"treatment group vs. placebo control group"	"8 weeks"	8	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"24"	"4.7"	"18.100000000000001"	"3"	NA	NA	-1.52606600530812	1.52606600530812	NA	NA	NA	NA	NA	NA	NA	NA
"2078"	2137	205	NA	354	"Nickel, M. K., Muehlbacher, Nickel, C., Kettler, Pedrosa Gil, Bachler, Buschmann, Fartacek, Egger, Anvar, Rother, Loew, & Kaplan (2006)"	2006	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic"	"2"	"clinical"	2	"Aripiprazole"	"pharmacological"	0	1	0	0	0	0	0	0	"22.1"	"26"	"5"	"21"	80.76	26	26	26	NA	NA	NA	NA	NA	NA	"treatment group"	"8 weeks"	8	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"30.5"	"6.4"	"18.100000000000001"	"3"	NA	NA	-1.9375	1.9375	NA	NA	NA	NA	NA	NA	NA	NA
"2079"	2138	205	NA	355	"Nickel, M. K., Muehlbacher, Nickel, C., Kettler, Pedrosa Gil, Bachler, Buschmann, Fartacek, Egger, Anvar, Rother, Loew, & Kaplan (2006)"	2006	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"Pharmacologic"	"2"	"clinical"	2	"Placebo"	"pharmacological"	0	0	0	0	0	0	0	0	"21.2"	"26"	"4"	"22"	84.62	26	26	26	NA	NA	NA	NA	NA	NA	"Placebo group"	"8 weeks"	8	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"29.9"	"5.8"	"24"	"4.7"	NA	NA	-1.01724137931034	1.01724137931034	NA	NA	NA	NA	NA	NA	NA	NA
"2080"	2139	206	NA	NA	"Nickel, M. K., Loew, Pedrosa Gil (2007)"	2007	"journal article"	"experimental"	1	1	1	0	0	0	0	"Pharmacologic"	"2"	"clinical"	2	"Aripiprazole"	"pharmacological"	0	1	0	0	0	0	0	0	"21.7"	"39"	NA	NA	82.69	39	22	17	NA	NA	NA	NA	NA	NA	"treatment group vs. placebo control group"	"78.27 weeks"	78.27	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"25.6"	"2.9"	"16.399999999999999"	"3.8"	NA	NA	-2.74588441568529	2.74588441568529	NA	NA	NA	NA	NA	NA	NA	NA
"2081"	2140	206	NA	354	"Nickel, M. K., Loew, Pedrosa Gil (2007)"	2007	"journal article"	"pre-post test"	2	1	0	1	1	0	0	"Pharmacologic"	"2"	"clinical"	2	"Aripiprazole"	"pharmacological"	0	1	0	0	0	0	0	0	"22.1"	"22"	NA	NA	80.76	22	22	22	NA	NA	NA	NA	NA	NA	"treatment group"	"78.27 weeks"	78.27	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"30.5"	"6.4"	"16.399999999999999"	"3.8"	NA	NA	-2.203125	2.203125	NA	NA	NA	NA	NA	NA	NA	NA
"2082"	2141	206	NA	355	"Nickel, M. K., Loew, Pedrosa Gil (2007)"	2007	"journal article"	"pre-post test"	2	1	0	1	0	1	0	"Pharmacologic"	"2"	"clinical"	2	"Placebo"	"pharmacological"	0	0	0	0	0	0	0	0	"21.2"	"17"	NA	NA	84.62	17	17	17	NA	NA	NA	NA	NA	NA	"Placebo group"	"78.27 weeks"	78.27	"immediate after"	0	0	"State-Trait Anger Expression Inventory"	"Trait Anger"	"-"	-1	1	0	0	0	0	0	NA	"Borderline personality disorder"	3	0	0	1	0	0	0	0	"29.9"	"5.8"	"25.6"	"2.9"	NA	NA	-0.741379310344827	0.741379310344827	NA	NA	NA	NA	NA	NA	NA	NA
"498"	498	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Paranoid"	"-"	-1	0	0	0	1	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"3.6"	"2.5"	"2.8"	"2.5"	-0.32	0.32	-0.32	0.32	"0.01"	NA	2.5	NA	0.157990501106673	NA	0.32	NA
"499"	499	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Schizoid"	"-"	-1	0	1	0	0	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"0.5"	"0.7"	"0.4"	"0.7"	-0.142857142857143	0.142857142857143	-0.142857142857143	0.142857142857143	NA	NA	0.7	NA	0.0712470499879096	NA	0.142857142857143	NA
"500"	500	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Schizotypal"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"2.2999999999999998"	"2.1"	"1.8"	"1.8"	-0.238095238095238	0.238095238095238	-0.238095238095238	0.238095238095238	NA	NA	1.95576072156079	NA	0.118212889785112	NA	0.238095238095238	NA
"501"	501	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	0	0	0	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Total Schizoid cluster"	"-"	-1	0	0	0	0	0	1	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"6.2"	"4.4000000000000004"	"5"	"4.2"	-0.272727272727273	0.272727272727273	-0.272727272727273	0.272727272727273	"0.05"	NA	4.30116263352131	NA	0.135113204733314	NA	0.272727272727273	NA
"502"	502	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Antisocial"	"-"	-1	0	0	0	0	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"1.6"	"2.9"	"1.6"	"3"	0	0	0	0	NA	NA	2.95042369838639	NA	0	NA	0	NA
"503"	503	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Borderline"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"3.2"	"2.9"	"3"	"2.9"	-0.0689655172413794	0.0689655172413794	-0.0689655172413794	0.0689655172413794	NA	NA	2.9	NA	0.0344622758397789	NA	0.0689655172413794	NA
"504"	504	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Histrionic"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"3"	"2.2999999999999998"	"2.2999999999999998"	"2.1"	-0.304347826086957	0.304347826086957	-0.304347826086957	0.304347826086957	"0.05"	NA	2.20227155455452	NA	0.150441996986463	NA	0.304347826086957	NA
"505"	505	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Narcissistic"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"1.8"	"1.5"	"1.7"	"1.4"	-0.0666666666666667	0.0666666666666667	-0.0666666666666667	0.0666666666666667	NA	NA	1.45086181285469	NA	0.0333148302326385	NA	0.0666666666666667	NA
"506"	506	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	0	0	0	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Total Unstable cluster"	"-"	-1	0	0	0	0	0	1	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"9.5"	"7.3"	"8.6"	"7.3"	-0.123287671232877	0.123287671232877	-0.123287671232877	0.123287671232877	NA	NA	7.3	NA	0.0615270462268015	NA	0.123287671232877	NA
"507"	507	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Dependent"	"-"	-1	1	0	0	0	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"2.5"	"2.7"	"1.6"	"2.1"	-0.333333333333333	0.333333333333333	-0.333333333333333	0.333333333333333	"0.01"	NA	2.41867732448957	NA	0.164398987305357	NA	0.333333333333333	NA
"508"	508	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Avoidant"	"-"	-1	0	1	0	0	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"4.3"	"2.2999999999999998"	"3.3"	"2.1"	-0.434782608695652	0.434782608695652	-0.434782608695652	0.434782608695652	"1E-4"	NA	2.20227155455452	NA	0.212429644331044	NA	0.434782608695652	NA
"509"	509	31	62	65	"Noyes, Reich, Suelzer, Christiansen (1991)"	1991	"journal article"	"pre-post test"	2	0	0	0	1	0	0	"Pharmacologic"	"2"	"clinical"	2	NA	"pharmacological"	0	1	0	0	0	0	0	0	"38.700000000000003"	"82 completed"	"35 (baseline)"	"47 (baseline)"	57.3	44	44	44	1	0	1	0	1	0	"Panic disorder patients who had had a 50% reduction in anxiety symptoms from baseline to follow-up as measure by the SRAS"	"8 weeks + 6 months, and half chose to continue the study medication beyond 8 weeks"	34	"25 to 49 months"	3	1	"Personality Diagnostic Questionnaire (PDQ)"	"Compulsive"	"-"	-1	0	0	0	1	0	0	"outpatients"	"Panic disorder"	2	0	1	0	0	0	0	0	"2.4"	"1.6"	"1.9"	"1.4"	-0.3125	0.3125	-0.3125	0.3125	"0.05"	NA	1.50332963783729	NA	0.15437688027361	NA	0.3125	NA
